relation_id,source_person_id,target_person_id,original_relation_type,standard_relation_type,relation_quality_score,relation_risk_level,context,evidence_ref,weight,source_ids,correction_reason,confidence,needs_manual_review,raw_relation_type,llm_suggested_relation_type,final_relation_type,llm_reason,llm_confidence,display_status
REL-03822,ZLH-096,ZLH-139,组织隶属,同属组织,85,critical,"治上支持左联和左翼文学运动;学术界文艺界的陈望道、叶圣陶、郑振铎、曹靖华、巴金、夏不尊、李一埕、王统照、范文澜、明承仕、朱自清、艾思奇、唐弛、李何林、靳以、杜宣;新闻出版界的邹；愈之、洪深、陈望道、徐调孚、傅东华、叶绍钩、郑振铎; “特约撰稿员“中有丁玲、方光焘、田汉、白薇、沈起予、张天翼、郑伯奇、鲁迅、适夷、谢冰苔、穆木天等左联盟员作家,还有冰心、王统照、；织起21位不同流派的作家一一巴金、王统照、包天笑、沈起予、林语堂、洪深、周瘦鹃、茅盾、陈望道、郭沫若、夏七葛、张天翼、傅东华、叶绍钧、郑振铎、郑伯奇、赵家璧、黎烈女、鲁迅、谢冰心、",左联史 第8页; 左联史 第201页; 左联史 第233页; 左联史 第440页; 左联史 第458页,5,SRC-0747;SRC-0525;SRC-0828;SRC-0250;SRC-0709,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03823,ZLH-096,ZLH-141,交游,交游,25,low,"伟以“中国文艺家协会“名义发电报慰问高尔基的病况；的误会。在会场里,我看见许多曾互相攻讯的作家们在亲密地谈话,许多各不认识的作家在互相点头,这种亲密,正是文协未来成功的极好保证。 …...我们大家实在都是同一战线上的战友。我觉得以后我们讽刺与诅咒的笔触,该一齐转向我们的敌人了.“梅雨为文…",左联史 第578页; 左联史 第579页,3,SRC-0998;SRC-0618,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03824,ZLH-096,ZLH-145,签名联署,签名联署,25,low,"1933年2月,英国文豪萧伯纳来到上海,虽是极短暂的停留,洪深却有机会见到他,会见后,在",左联史 第458页,1,SRC-0709,结构性检测未发现需要自动改写的明确证据。,medium,no,签名联署,签名联署,签名联署,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03825,ZLH-097,ZLH-064,组织隶属,同属组织,60,high,回忆北平作家协会及其他（王西彦）北方左联解散前后回忆点滴（陈落）天津左联的片断回忆（张香山）广州左联杂忆（杜埃）,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03826,ZLH-097,ZLH-083,组织隶属,同属组织,60,high,回忆北平作家协会及其他（王西彦）北方左联解散前后回忆点滴（陈落）天津左联的片断回忆（张香山）广州左联杂忆（杜埃）从上海到东京（林焕平）一中国左翼作家联盟活动杂忆,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03827,ZLH-097,ZLH-100,组织隶属,同属组织,85,critical,2 | 左联概述西、王士钟、王西彦、王瑶、王,左联词典 第103页,1,SRC-0819,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03828,ZLH-097,ZLH-104,组织隶属,同属组织,85,critical,2 | 左联概述西、王士钟、王西彦、王瑶、王,左联词典 第103页,1,SRC-0819,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03829,ZLH-097,ZLH-105,组织隶属,待核验,120,critical,"“ - 伟《忍岿》,意大利特利达作王西彦译,载《中华日报.小贡献》",左联史 第714页,1,SRC-1041,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据显示两人均为左联成员，但无其他交互信息。,0.85,review
REL-03830,ZLH-097,ZLH-112,组织隶属,同属组织,85,critical,王西彦、王尘无、蒲风、田间、于伶、凌鹤、徐懋庸、聂绀弩、,左联词典 第104页,1,SRC-0007,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03831,ZLH-097,ZLH-119,组织隶属,同属组织,85,critical,2 | 左联概述西、王士钟、王西彦、王瑶、王；左联作品简介罗烽、姚雪垠、王西彦、吴奚如、,左联词典 第103页; 左联词典 第431页,3,SRC-0819;SRC-0260,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03832,ZLH-097,ZLH-120,组织隶属,同属组织,85,critical,2 | 左联概述西、王士钟、王西彦、王瑶、王,左联词典 第103页,1,SRC-0819,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03833,ZLH-097,ZLH-127,组织隶属,同属组织,60,high,记录了孙席珍、曹靖华等11位第一届执行委员和杨刚、王西彦,左联词典 第567页,1,SRC-0579,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03834,ZLH-097,ZLH-128,交游,交游,25,low,"很少,达夫仍习惯他往日的生活,不能如一般盟员那样多参加政治活动,还继续同林语堂、徐志摩等",左联史 第26页,1,SRC-0887,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03835,ZLH-097,ZLH-141,交游,交游,25,low,"( 含沙0) 、《没落》 ( 孙席珍 ) 、《来富婶》 ( 王西彦 )、《朐半年》 ( 澎岛 ),散文《永久的风姿》 ( 孙席珍 ),诗歌《卖唱女》、《蜘蛛》( 均为鲁方明作 ),翻译作品《野火》( 苏俄高尔基作筱舟 @ 译 )、《现实；学系就读。人学不久,他就和吟学余修 ( 鲁方明 )、夏英荒等共同发起组织进步文学团体“绿洲文艺社“,这个团体后来就成为北平左联在中国大学的一个小组。1935年12月,王西彦参加了“一二.九“爱国学生运动。1936年6月18日,苏联作家高尔…",左联史 第52页; 左联史 第555页,3,SRC-0964;SRC-0955,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03836,ZLH-097,ZLH-145,组织隶属,同属组织,60,high,"年5月出版,回忆参加天津左联的经过和在左联的活动,为文总刊物《天津文化》写稿,欢迎萧伯纳到天津等。",左联词典 第567页,1,SRC-0579,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03837,ZLH-098,ZLH-099,交游,交游,25,low,"这封信以肯定的结论驳斥了侍桁之流对何家槐的诬蔑,劝阻吴奔星。映然我们不知道沈从文究竟说了；辉英、徐梵澄等左翼和进步作家发表文章,理直气壮地进行驳斥,连大学者胡适都不借宵小们对何家槐的所谓“揭发“是真实的,他致函作家沈从文,要求他出来说几句公道话,还要吴奔星不要介人此事,以免上当受骗、铸成大错。文氓们的攻击、诬蔑当然不会达到目的…",左联史 第287页; 左联史 第534页,3,SRC-1085;SRC-0840,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03838,ZLH-098,ZLH-100,组织隶属,待核验,100,critical,“最优秀的短篇小说家是茅盾、丁玲、郭沫若、张天、郁达夫、沈从文、,左联史 第602页,1,SRC-0841,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人共同属于左联组织，无其他交互信息。,0.85,review
REL-03839,ZLH-098,ZLH-104,组织隶属,待核验,100,critical,"王鲁彦、赵家壁、蔡慕晖、彭芳草、马国亮、梁得所、叶灵凤、邵洵美、钱君甸、穆时英、顾均正、杜衡、施蛟存。江公怀、李公朴、胡秋原、沈从文、徐翔穆、杨郫人、沈起予、戴望舒、n 【；金、王统照、老吴、叶圣陶、傅东华、曹聚仁、丰子恺、陈子展、沈从文、施蛭存、马彦祥、沉樱、徐调乍、鲁彦、靳以、赵景深、李又然等;叶灵凤虽已被左联开除,但庄启东依然让他做《春光》特",左联史 第142页; 左联史 第236页; 左联史 第528页,4,SRC-0664;SRC-1066;SRC-0812,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,仅共现,仅共现,证据显示两人仅在名单中共现，未体现直接关联。,0.8,hidden
REL-03840,ZLH-098,ZLH-105,组织隶属,合作,85,critical,江公怀、李公朴、胡秋原、沈从文、徐翔穆、杨郫人、沈起予、戴望舒、,左联史 第142页; 左联史 第236页,3,SRC-0664;SRC-1066,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-03841,ZLH-098,ZLH-107,组织隶属,待核验,100,critical,"存统、邓初民、孙师毅、胡秋原、王礼锡、陈望道等7人当选为筹备会委员,进行筹备工作。按照发起人会议的意见,中国著作者协会的成员应增加到100人左右。",左联史 第142页,1,SRC-0664,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据表明两人共同属于左联组织，无其他交互信息。,0.85,review
REL-03842,ZLH-098,ZLH-112,交游,交游,25,low,朴、胡秋原、沈从文、王鲁彦、赵家壁、蔡慕晖、彭芳草、马国,左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03843,ZLH-098,ZLH-115,交游,交游,25,low,美、钱眉甸、穆时英、领均正、杜衡、施蛟存等38仨亢糗作家,左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03844,ZLH-098,ZLH-116,交游,交游,0,low,《柏子》( 沈从文 ) 、《阿娥》( 孙席珍 ) 、《在“大连号“轮船上》,左联词典 第557页,1,SRC-0266,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03845,ZLH-098,ZLH-119,组织隶属,待核验,100,critical,"斥,团结起来,去“做成有益的事业,“语重心长、发人深省。但是那些处心积虑反对左翼的人们对鲁迅的忠告视而不见、充耳不闻,而沈从文的话却正中下怀,煸起他们对所谓“海派“的阵阵仇恨。(1) 群魔围攻何家槐；这封信以肯定的结论驳斥了侍桁之流对何家槐的诬蔑,劝阻吴奔星。映然我们不知道沈从文究竟说了；辉英、徐梵澄等左翼和进步作家发表文章,理直气壮地进行驳斥,连大学者胡适都不借宵小们对何家槐的所谓“揭发“是真实的,他致函作家沈从文,要求他出来说几句公道话,还要吴奔星不要介人此事,以免上当受骗、铸成大错。",左联史 第285页; 左联史 第286页; 左联史 第287页; 左联史 第528页; 左联史 第534页,5,SRC-0787;SRC-1086;SRC-1085;SRC-0812;SRC-0840,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,师生,师生,证据表明沈从文是中国公学校长，何家槐是该校文学系高才生，符合师生关系。,0.9,formal
REL-03846,ZLH-098,ZLH-120,组织隶属,待核验,100,critical,起予、邱韵铎、祝秀侠、艾芜、何家槐、魏金枝、林淡秋、周扬、夏征农、鲁迅、郭沫若、茅眉、周,左联史 第285页,1,SRC-0787,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,仅共现,仅共现,证据仅显示两人名字并列出现，未提供具体互动或关系信息。,0.6,hidden
REL-03847,ZLH-098,ZLH-122,交游,交游,0,low,"颖、邢桐华、王承志共同建立的,由东京左联领导,分为“社会科学“和“文学“两部分,社会科学",左联史 第71页,1,SRC-0782,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03848,ZLH-098,ZLH-123,交游,交游,25,low,"签名本一百册,读者踊跃争购。为营救丁、潘,同年5月23日,蔡元培、杨铨、陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、",左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03849,ZLH-098,ZLH-124,组织隶属,同属组织,85,critical,"吴朗西、马国亮、张梓生、孟十还、谢六逸、钱歌川、楼炜春、李小峰、费慎祥、杨晋豪、沈兹九、蔡幔晖和在国民党军队中工作的宣侠父等,都从各方面支持帮助左联,为左翼文学远动做了不少有益的工作;林语堂、施蛐存、沈从文、朱曼华等,与左联和左鬟文学运动…",左联史 第8页,1,SRC-0747,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03850,ZLH-098,ZLH-127,创作合作,创作合作,25,low,朴、胡秋原、沈从文、王鲁彦、赵家壁、蔡慕晖、彭芳草、马国,左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no,创作合作,创作合作,创作合作,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03851,ZLH-098,ZLH-128,交游,交游,25,low,"签名本一百册,读者踊跃争购。为营救丁、潘,同年5月23日,蔡元培、杨铨、陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、；《狗肉将军》( 林语堂 ) 、《皈依》( 萧乾 )、 《紫藤与茵葡》 ( 郁达",左联词典 第132页; 左联词典 第557页,3,SRC-0054;SRC-0266,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03852,ZLH-098,ZLH-129,交游,交游,25,low,"为营救丁、潘,同年5月23日,蔡元培、杨铨、陈彬和、胡愈之、",左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03853,ZLH-098,ZLH-132,交游,交游,25,low,《柏子》( 沈从文 ) 、《阿娥》( 孙,左联词典 第557页,1,SRC-0266,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03854,ZLH-098,ZLH-133,交游,交游,25,low,"的附录 ),因此,鲁迅讲述得很细致、很具体,而且公正容观,例如说,“最优秀的短篇小说家是茅盾、丁玲、郭沫若、张天、郁达夫、沈从文、田军“; “最优秀的剧作家:郭沫若、田汉、洪深和一位名叫曹禺的左翼剧作家 ( 近来最受欢迎 ),他的剧作在天…",左联史 第602页,1,SRC-0841,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03855,ZLH-098,ZLH-136,交游,交游,45,medium,"大的爱国主义、民主主义、国际主义、共产主义战士宋庆龄以及藩元培、柳亚子、杨铨、沈钩儒、李公朴、王造时、章乃咤、史良、胡愈之等社会君流,反对蒋介石国民党的专制独裁、卖国投降,从政；对胡也频的怀念,自然以丁玲和沈从文最为深切。丁玲和胡也频共同生活多年,他们有很多共同",左联史 第8页; 左联史 第121页,3,SRC-0747;SRC-0920,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03856,ZLH-098,ZLH-137,交游,交游,25,low,"为营救丁、潘,同年5月23日,蔡元培、杨铨、陈彬和、胡愈之、",左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03857,ZLH-098,ZLH-139,交游,交游,25,low,绍钧、陈望道、洪深、杜衡、田汉、丁玲等9位左翼作家签署的,左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03858,ZLH-098,ZLH-141,交游,交游,0,low,发表左联庆祈高尔基文学活动四十周年的祝词《高尔基的四十,左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03859,ZLH-098,ZLH-150,签名联署,签名联署,25,low,"免太红,以免遭禁。她精心策划,认真组稿,冰心、林微音、徐志摩、凄叔华、沈从文这些非左翼作；1934年1月7日天津《大公报.文艺》刊出作家沈从文的杂文《论“海派“》,文章由杜衡 - 篇谈",左联史 第142页; 左联史 第285页,3,SRC-0664;SRC-0787,结构性检测未发现需要自动改写的明确证据。,medium,no,签名联署,签名联署,签名联署,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03860,ZLH-099,ZLH-119,师生关系,师生关系,70,high,"这封信以肯定的结论驳斥了侍桁之流对何家槐的诬蔑,劝阻吴奔星。映然我们不知道沈从文究竟说了；辉英、徐梵澄等左翼和进步作家发表文章,理直气壮地进行驳斥,连大学者胡适都不借宵小们对何家槐的所谓“揭发“是真实的,他致函作家沈从文,要求他出来说几句公道话,还要吴奔星不要介人此事,以免上当受骗、铸成大错。",左联史 第287页; 左联史 第534页,3,SRC-1085;SRC-0840,结构性检测未发现需要自动改写的明确证据。,medium,no,师生关系,师生关系,师生关系,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03861,ZLH-099,ZLH-141,交游,交游,0,low,"辉英、徐梵澄等左翼和进步作家发表文章,理直气壮地进行驳斥,连大学者胡适都不借宵小们对何家槐的所谓“揭发“是真实的,他致函作家沈从文,要求他出来说几句公道话,还要吴奔星不要介人此事,以免上当受骗、铸成大错。文氓们的攻击、诬蔑当然不会达到目的…",左联史 第534页,1,SRC-0840,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03862,ZLH-099,ZLH-150,组织隶属,同属组织,60,high,"忆左联》,丁玲《关于左联的片断回忆》,楼适夷《记“左联“的两个刊物》,萧三《我为“左联“在国外做了些什么》,冯润璋《我记忆中的左联》,马宁《左联杂忆》,凌鹤《参加左联的前前后后》,金丁",左联史 第729页,1,SRC-0710,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03863,ZLH-100,ZLH-104,组织隶属,待核验,100,critical,灵菲、洪道、宣侠父、姚蓬子、柔石、饶彰风、袁殊、袅青伟、,左联词典 第103页,1,SRC-0819,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,仅共现,仅共现,证据仅显示两人名字并列出现，未提供具体互动或关系信息。,0.6,hidden
REL-03864,ZLH-100,ZLH-105,组织隶属,合作,100,critical,峰 ) 、沈起予、胡楣 ( 关霹 )、何,左联词典 第483页,1,SRC-0151,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-03865,ZLH-100,ZLH-112,组织隶属,论战,100,critical,间》( 苏联李别金斯基著蒋光慈译 )、《贵族之家》 ( 俄国屠格涅甫著高滔译 ) 、《妇女的心》和《女人之梦》 ( 均为法国果尔蒙著蓬子译 ) 、《叶莱的公道》( 南斯拉夫伊凡康卡著王一榴译 ) 、《士敏土》 ( 苏联格莱考夫山著藩映裳董…；丁玲、杜君慧、侯枫、刘锡五、沙汀、夏征农、许幸之、叶沉、安娥、戴望舒、黎锦明、楼适夷、杨刚、姚蓬子、叶灵凤、方土人、刘一梦、任白戈、石凌鹤、王蕾嘉、吴冠如、徐平羽、张天翼、祝秀；天、杨骚、华蒂 ( 以群 )、袁殊、蓬子、戴望舒以及叶圣陶、胡愈之、徐调乍、周予同、陈衡唐、邵洵,左联史 第18页; 左联史 第25页; 左联史 第143页; 左联史 第562页,5,SRC-0725;SRC-0695;SRC-0888;SRC-1087,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现论争/批评/论战动作,medium,no,组织隶属,论战,论战,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现论争/批评/论战动作,0.70,formal
REL-03866,ZLH-100,ZLH-115,组织隶属,同属组织,85,critical,子、叶圣陶、郁达夫、胡愈之、徐调乍、宋云彬、傅彬然、穆时英、施蛮存、顾均正、陈望道、李剑,左联史 第140页,1,SRC-0788,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03867,ZLH-100,ZLH-116,组织隶属,合作,100,critical,"灵菲、洪道、宣侠父、姚蓬子、柔石、饶彰风、袁殊、袅青伟、；一能登载。姚蓬子编的头2期,发表他的诗6首、小说1篇,宣",左联词典 第103页; 左联词典 第484页,3,SRC-0819;SRC-0634,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-03868,ZLH-100,ZLH-119,组织隶属,待核验,100,critical,与奶子》、何家槐《恶行、蓬子《浮世绘 } 彭家煌《在潮神府》,左联词典 第103页; 左联词典 第559页,3,SRC-0819;SRC-0648,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,仅共现,仅共现,证据仅显示两人名字并列出现，未提供具体互动或关系信息。,0.6,hidden
REL-03869,ZLH-100,ZLH-120,组织隶属,同属组织,85,critical,"雪笙、段英、俞人舟、洪深、洪灵菲、洪道、宣侠父、姚蓬子、柔石、饶彰风、袁殊、袅青伟、聂绀、夏征农、俩拾,钱亦石、",左联词典 第103页; 左联词典 第107页,3,SRC-0819;SRC-0012,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,0.40,formal
REL-03870,ZLH-100,ZLH-122,交游,交游,0,low,"《一个女人》则定为“暂缓发售之书“。同年5月,国民党当局以“普罗文艺“的罪名查禁《丁玲选集》( 蓬子编 ) 一书。1935",左联词典 第133页,1,SRC-0270,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03871,ZLH-100,ZLH-123,交游,交游,25,low,"流》、姚蓬子主编的《世界文化》、克夫等主编的《通俗文化》等。；处书“之一。此书后来还易名《没用人的一生》重版过多次。沈端先还译过高尔基《莫斯科印象记》( 《新流月报》第4期,1929)。1928年就翻译介绍高尔基的还有左翼作家洪灵菲和蓬子。洪灵菲译了高",左联史 第627页; 左联史 第684页,3,SRC-1088;SRC-0856,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-03872,ZLH-100,ZLH-127,文学论战,文学论战,25,low,与奶子》、何家槐《恶行、蓬子《浮世绘 } 彭家煌《在潮神府》,左联词典 第300页; 左联词典 第559页,3,SRC-0273;SRC-0648,结构性检测未发现需要自动改写的明确证据。,medium,no,文学论战,文学论战,文学论战,结构性检测未发现需要自动改写的明确证据。,0.70,formal
